snomedcode,term_snomed,category,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId
91388009#,Disorder due to psychoactive substance use,AlcoholConsumptionLevel3,509423012#,0,1,1,397431000006111#,[X]Ment & behav dis due use alcohol: unsp ment & behav dis,Eu10z,Eu10z00,151411015,NA,32
91388009#,Psychoactive substance misuse disorder,AlcoholConsumptionLevel3,509424018#,0,1,1,397431000006111#,[X]Ment & behav dis due use alcohol: unsp ment & behav dis,Eu10z,Eu10z00,151411015,NA,32
91388009#,Psychoactive substance abuse (disorder),AlcoholConsumptionLevel3,834691014#,0,1,1,397431000006111#,[X]Ment & behav dis due use alcohol: unsp ment & behav dis,Eu10z,Eu10z00,151411015,NA,32
76301009#,Florid cirrhosis,AlcoholConsumptionLevel3,126721013#,0,1,1,126721013#,Florid cirrhosis,J612-1,J612.11,126721013,NA,32
76301009#,Florid cirrhosis (disorder),AlcoholConsumptionLevel3,817007017#,0,1,1,126721013#,Florid cirrhosis,J612-1,J612.11,126721013,NA,32
10513009#,Alcoholic cerebellar degeneration syndrome,AlcoholConsumptionLevel3,18277019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
19303008#,Alcohol myopathy,AlcoholConsumptionLevel3,32551012#,1,0,1,2806381000006118#,Alcoholic myositis,^ESCTAL280638,NA,32553010,NA,32
19303008#,Alcohol myopathy,AlcoholConsumptionLevel3,32551012#,1,0,1,476701000006114#,Alcohol myopathy,F3941,F394100,32551012,NA,32
19303008#,Alcohol myopathy,AlcoholConsumptionLevel3,32551012#,1,0,1,2806371000006116#,Alcoholic myopathic syndrome,^ESCTAL280637,NA,32552017,NA,32
19303008#,Alcoholic myopathic syndrome,AlcoholConsumptionLevel3,32552017#,1,0,1,2806381000006118#,Alcoholic myositis,^ESCTAL280638,NA,32553010,NA,32
19303008#,Alcoholic myopathic syndrome,AlcoholConsumptionLevel3,32552017#,1,0,1,476701000006114#,Alcohol myopathy,F3941,F394100,32551012,NA,32
19303008#,Alcoholic myopathic syndrome,AlcoholConsumptionLevel3,32552017#,1,0,1,2806371000006116#,Alcoholic myopathic syndrome,^ESCTAL280637,NA,32552017,NA,32
20093000#,Alcohol rehabilitation and detoxification,AlcoholConsumptionLevel3,33815017#,1,0,1,2819381000006112#,Alcohol rehabilitation and detoxification,^ESCTAL281938,NA,33815017,NA,31
21000000#,Pathological alcohol intoxication,AlcoholConsumptionLevel3,35304019#,1,0,1,2834051000006112#,Idiosyncratic intoxication,^ESCTID283405,NA,35303013,NA,31
21000000#,Pathological alcohol intoxication,AlcoholConsumptionLevel3,35304019#,1,0,1,2834061000006114#,Extreme sensitivity to alcohol syndrome,^ESCTEX283406,NA,35305018,NA,31
23915005#,Combined alcohol and drug rehabilitation and detoxification,AlcoholConsumptionLevel3,40167017#,1,0,1,2881581000006119#,Combined alcohol and drug rehabilitation and detoxification,^ESCTCO288158,NA,40167017,NA,31
38670004#,Patient referral for alcoholism rehabilitation,AlcoholConsumptionLevel3,64351016#,1,0,1,3122331000006110#,Patient referral for alcoholism rehabilitation,^ESCTPA312233,NA,64351016,NA,40
50275009#,Beer-drinker's cardiomyopathy,AlcoholConsumptionLevel3,83750015#,1,0,1,3314451000006119#,Cobalt cardiomyopathy,^ESCTCO331445,NA,83751016,NA,31
50275009#,Beer-drinker's cardiomyopathy,AlcoholConsumptionLevel3,83750015#,1,0,1,3314461000006117#,Beer-drinker's cardiomyopathy,^ESCTBE331446,NA,83750015,NA,31
62213004#,Combined alcohol and drug rehabilitation,AlcoholConsumptionLevel3,103391017#,1,0,1,3510721000006113#,Combined alcohol and drug rehabilitation,^ESCTCO351072,NA,103391017,NA,31
79578000#,Alcohol paranoia,AlcoholConsumptionLevel3,132023011#,1,0,1,3794201000006119#,Alcohol induced paranoia,^ESCTAL379420,NA,2951839010,NA,31
79578000#,Alcohol paranoia,AlcoholConsumptionLevel3,132023011#,1,0,1,3794181000006115#,Alcohol paranoia,^ESCTAL379418,NA,132023011,NA,31
79578000#,Alcohol paranoia,AlcoholConsumptionLevel3,132023011#,1,0,1,3794191000006117#,Alcoholic jealousy,^ESCTAL379419,NA,132024017,NA,31
79578000#,Alcoholic jealousy,AlcoholConsumptionLevel3,132024017#,1,0,1,3794201000006119#,Alcohol induced paranoia,^ESCTAL379420,NA,2951839010,NA,31
79578000#,Alcoholic jealousy,AlcoholConsumptionLevel3,132024017#,1,0,1,3794181000006115#,Alcohol paranoia,^ESCTAL379418,NA,132023011,NA,31
79578000#,Alcoholic jealousy,AlcoholConsumptionLevel3,132024017#,1,0,1,3794191000006117#,Alcoholic jealousy,^ESCTAL379419,NA,132024017,NA,31
87106005#,Combined alcohol and drug detoxification,AlcoholConsumptionLevel3,144444016#,1,0,1,3916281000006114#,Combined alcohol and drug detoxification,^ESCTCO391628,NA,144444016,NA,31
123050003#,Alcohol-induced polyneuropathy -RETIRED-,AlcoholConsumptionLevel3,205792010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137957008#,Heavy drinker - 7-9u/day,AlcoholConsumptionLevel3,219169016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137958003#,Very heavy drinker - greater than 9 units/day,AlcoholConsumptionLevel3,219170015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137966007#,Ex-heavy drinker - (7-9u/day),AlcoholConsumptionLevel3,219179019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137967003#,Ex-very heavy drinker - greater than 9 units/day,AlcoholConsumptionLevel3,219180016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137978006#,Heavy drinker,AlcoholConsumptionLevel3,219191011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137979003#,Very heavy drinker,AlcoholConsumptionLevel3,219192016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
138416005#,Alcoholics anonymous,AlcoholConsumptionLevel3,219763014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
138737003#,H/O: alcoholism,AlcoholConsumptionLevel3,220115012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
151253000#,Alcohol detoxification,AlcoholConsumptionLevel3,235881016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
151723006#,Alcoholism detoxication center,AlcoholConsumptionLevel3,236435015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
151723006#,Alcoholism detoxication centre,AlcoholConsumptionLevel3,236436019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154852003#,Alcoholic psychoses,AlcoholConsumptionLevel3,240885013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154853008#,Delirium tremens,AlcoholConsumptionLevel3,240886014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154854002#,Other alcoholic psychoses,AlcoholConsumptionLevel3,240887017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154854002#,Alcohol withdrawal syndrome,AlcoholConsumptionLevel3,240888010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154854002#,Korsakov psychosis,AlcoholConsumptionLevel3,240889019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154854002#,Withdrawal syndrome - alcohol,AlcoholConsumptionLevel3,240890011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154854002#,(Alcoholic psychosis: [Korsakov's] or [other]) or (withdrawal syndrome - alcohol),AlcoholConsumptionLevel3,240892015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154908007#,Alcohol dependence syndrome (& [dipsomania]),AlcoholConsumptionLevel3,241012011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154916003#,Non-dependent abuse of alcohol,AlcoholConsumptionLevel3,241026019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154916003#,Alcohol abuse -non dep.,AlcoholConsumptionLevel3,241027011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154916003#,Nondependent alcohol abuse,AlcoholConsumptionLevel3,241029014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155083006#,Alcohol-related polyneuropathy,AlcoholConsumptionLevel3,241388012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155352001#,Alcohol-induced heart muscle disease,AlcoholConsumptionLevel3,241886015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155809006#,Alcoholic liver disease,AlcoholConsumptionLevel3,242853017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155809006#,(Cirrhosis &/or chronic liver dis) or (alcoholic liver disease),AlcoholConsumptionLevel3,242854011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155811002#,Alcoholic cirrhosis of liver,AlcoholConsumptionLevel3,242856013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
160597007#,Heavy drinker,AlcoholConsumptionLevel3,250346015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
160598002#,Very heavy drinker,AlcoholConsumptionLevel3,250347012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
161109002#,Alcoholics anonymous,AlcoholConsumptionLevel3,251195015#,1,0,1,12482561000006114#,Alcoholics anonymous,^ESCT1248256,NA,251195015,NA,31
161466001#,H/O: alcoholism,AlcoholConsumptionLevel3,251626014#,1,0,1,4539891000006115#,History of alcoholism,^ESCTHI453989,NA,2923447012,NA,32
161466001#,H/O: alcoholism,AlcoholConsumptionLevel3,251626014#,1,0,1,251626014#,H/O: alcoholism,1462,1462,251626014,NA,32
190504000#,Alcohol-induced pseudo-Cushing's syndrome,AlcoholConsumptionLevel3,292768013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191470004#,Korsakov psychosis,AlcoholConsumptionLevel3,294661012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191472007#,Wernicke-Korsakov syndrome,AlcoholConsumptionLevel3,294663010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191473002#,Alcohol amnestic syndrome NOS,AlcoholConsumptionLevel3,294664016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191474008#,Alcoholic dementia: [other] or [NOS],AlcoholConsumptionLevel3,294665015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191474008#,Alcoholic dementia NOS,AlcoholConsumptionLevel3,294666019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191474008#,Other alcoholic dementia,AlcoholConsumptionLevel3,294667011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191479003#,Other alcoholic psychosis,AlcoholConsumptionLevel3,294673012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191481001#,Other alcoholic psychosis NOS,AlcoholConsumptionLevel3,294675017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191482008#,Alcoholic psychosis NOS,AlcoholConsumptionLevel3,294676016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191803009#,"Acute alcoholic intoxication, unspecified, in alcoholism",AlcoholConsumptionLevel3,295128011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191807005#,Acute alcoholic intoxication in alcoholism NOS,AlcoholConsumptionLevel3,295132017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191809008#,Unspecified chronic alcoholism,AlcoholConsumptionLevel3,295136019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191814007#,Chronic alcoholism NOS,AlcoholConsumptionLevel3,295143013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191815008#,Alcohol dependence syndrome NOS,AlcoholConsumptionLevel3,295144019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191881009#,"Nondependent alcohol abuse, unspecified",AlcoholConsumptionLevel3,295251015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191885000#,Nondependent alcohol abuse NOS,AlcoholConsumptionLevel3,295255012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192206005#,[X]Mental and behavioural disorders due to use of alcohol,AlcoholConsumptionLevel3,295765017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192206005#,[X]Mental and behavioral disorders due to use of alcohol,AlcoholConsumptionLevel3,295766016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192207001#,[X]Mental and behavioral disorders due to use of alcohol: acute intoxication,AlcoholConsumptionLevel3,295767013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192207001#,[X]Mental and behavioural disorders due to use of alcohol: acute intoxication,AlcoholConsumptionLevel3,295768015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192208006#,[X]Mental and behavioural disorders due to use of alcohol: harmful use,AlcoholConsumptionLevel3,295769011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192208006#,[X]Mental and behavioral disorders due to use of alcohol: harmful use,AlcoholConsumptionLevel3,295770012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192209003#,[X]Alcohol addiction,AlcoholConsumptionLevel3,295772016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192209003#,[X]Chronic alcoholism,AlcoholConsumptionLevel3,295773014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192209003#,[X] (Mental and behavioral disorders due to use of alcohol: dependence syndrome) or (chronic alcoholism [& (addiction) or (dipsomania)]),AlcoholConsumptionLevel3,295774015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192209003#,[X] (Mental and behavioural disorders due to use of alcohol: dependence syndrome) or (chronic alcoholism [& (addiction) or (dipsomania)]),AlcoholConsumptionLevel3,295775019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192209003#,[X]Mental and behavioural disorders due to use of alcohol: dependence syndrome,AlcoholConsumptionLevel3,295776018#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192209003#,[X]Mental and behavioral disorders due to use of alcohol: dependence syndrome,AlcoholConsumptionLevel3,295777010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192210008#,[X]Mental and behavioural disorders due to use of alcohol: withdrawal state,AlcoholConsumptionLevel3,295778017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192210008#,[X]Mental and behavioral disorders due to use of alcohol: withdrawal state,AlcoholConsumptionLevel3,295779013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192211007#,[X]Mental and behavioral disorders due to use of alcohol: withdrawal state with delirium,AlcoholConsumptionLevel3,295780011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192211007#,[X]Mental and behavioural disorders due to use of alcohol: withdrawal state with delirium,AlcoholConsumptionLevel3,295781010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192212000#,[X]Mental and behavioral disorders due to use of alcohol: psychotic disorder,AlcoholConsumptionLevel3,295782015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192212000#,[X] Mental and behavioural disorders due to use of alcohol: psychotic disorder (& [hallucinosis] or [jealousy] or [paranoia] or [psychosis NOS]),AlcoholConsumptionLevel3,295783013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192212000#,[X]Mental and behavioural disorders due to use of alcohol: psychotic disorder,AlcoholConsumptionLevel3,295784019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192212000#,[X]Alcoholic paranoia,AlcoholConsumptionLevel3,295785018#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192212000#,[X]Alcoholic jealousy,AlcoholConsumptionLevel3,295786017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192212000#,[X]Alcoholic hallucinosis,AlcoholConsumptionLevel3,295787014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192212000#,[X]Alcoholic psychosis NOS,AlcoholConsumptionLevel3,295788016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192212000#,[X] Mental and behavioral disorders due to use of alcohol: psychotic disorder (& [hallucinosis] or [jealousy] or [paranoia] or [psychosis NOS]),AlcoholConsumptionLevel3,295789012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192213005#,[X]Mental and behavioral disorders due to use of alcohol: amnesic syndrome,AlcoholConsumptionLevel3,295790015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192213005#,[X]Mental and behavioural disorders due to use of alcohol: amnesic syndrome,AlcoholConsumptionLevel3,295791016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192214004#,[X]Mental and behavioral disorders due to use of alcohol: residual and late-onset psychotic disorder,AlcoholConsumptionLevel3,295792011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192214004#,[X] (Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder) or (chronic alcoholic brain syndrome [& dementia NOS]),AlcoholConsumptionLevel3,295793018#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192214004#,[X]Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder,AlcoholConsumptionLevel3,295794012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192214004#,[X]Alcoholic dementia NOS,AlcoholConsumptionLevel3,295795013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192214004#,[X]Chronic alcoholic brain syndrome,AlcoholConsumptionLevel3,295796014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192214004#,[X] (Mental and behavioral disorders due to use of alcohol: residual and late-onset psychotic disorder) or (chronic alcoholic brain syndrome [& dementia NOS]),AlcoholConsumptionLevel3,295797017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192215003#,[X]Mental and behavioral disorders due to use of alcohol: other mental and behavioral disorders,AlcoholConsumptionLevel3,295798010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192215003#,[X]Mental and behavioural disorders due to use of alcohol: other mental and behavioural disorders,AlcoholConsumptionLevel3,295799019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192216002#,[X]Mental and behavioural disorders due to use of alcohol: unspecified mental and behavioural disorder,AlcoholConsumptionLevel3,295800015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192216002#,[X]Mental and behavioral disorders due to use of alcohol: unspecified mental and behavioral disorder,AlcoholConsumptionLevel3,295801016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
192875004#,Alcoholic cerebellar degeneration,AlcoholConsumptionLevel3,297113010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
193243001#,Alcoholic myopathy,AlcoholConsumptionLevel3,297634016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
195478001#,Esophageal varices in alcoholic cirrhosis of the liver,AlcoholConsumptionLevel3,300782015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
195478001#,Oesophageal varices in alcoholic cirrhosis of the liver,AlcoholConsumptionLevel3,300783013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
197281007#,Alcoholic fibrosis and sclerosis of liver,AlcoholConsumptionLevel3,303398014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
197283005#,Alcoholic hepatic failure,AlcoholConsumptionLevel3,303400013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
197290000#,(Cirrhosis - non alcoholic) or (portal cirrhosis),AlcoholConsumptionLevel3,303411017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
197290000#,Cirrhosis - non alcoholic,AlcoholConsumptionLevel3,303412012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
197313001#,Chronic alcoholic hepatitis,AlcoholConsumptionLevel3,303455011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
197463007#,Alcohol-induced chronic pancreatitis,AlcoholConsumptionLevel3,303642017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
219065008#,Adverse reaction to alcohol deterrents,AlcoholConsumptionLevel3,331468013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
223126001#,[X]Alcohol deterrents causing adverse effects in therapeutic use,AlcoholConsumptionLevel3,335894018#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
230442005#,Alcohol-induced epilepsy,AlcoholConsumptionLevel3,345319018#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
231463001#,Alcoholic dementia NOS,AlcoholConsumptionLevel3,346929012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
266467008#,Alcoholic cirrhosis of liver,AlcoholConsumptionLevel3,396386010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
266467008#,Alcoholic cirrhosis,AlcoholConsumptionLevel3,396388011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
266537000#,Alcoholic liver disease,AlcoholConsumptionLevel3,396664017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
266537000#,(Cirrhosis &/or chronic liver dis) or (alcoholic liver disease),AlcoholConsumptionLevel3,396667012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268615009#,Other alcoholic dementia,AlcoholConsumptionLevel3,401760017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268639004#,Chronic alcoholism,AlcoholConsumptionLevel3,401790012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268683008#,[X]Mental and behavioural disorders due to use of alcohol: dependence syndrome,AlcoholConsumptionLevel3,401839015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268683008#,[X]Mental and behavioral disorders due to use of alcohol: dependence syndrome,AlcoholConsumptionLevel3,401840018#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268684002#,[X]Mental and behavioural disorders due to use of alcohol: psychotic disorder,AlcoholConsumptionLevel3,401841019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268684002#,[X]Mental and behavioral disorders due to use of alcohol: psychotic disorder,AlcoholConsumptionLevel3,401842014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268685001#,[X]Mental and behavioral disorders due to use of alcohol: residual and late-onset psychotic disorder,AlcoholConsumptionLevel3,401843016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268685001#,[X]Mental and behavioural disorders due to use of alcohol: residual and late-onset psychotic disorder,AlcoholConsumptionLevel3,401844010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268745002#,Other alcoholic psychoses,AlcoholConsumptionLevel3,401919018#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268745002#,Korsakov psychosis,AlcoholConsumptionLevel3,401920012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268745002#,Alcohol withdrawal syndrome,AlcoholConsumptionLevel3,401921011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268745002#,Withdrawal syndrome - alcohol,AlcoholConsumptionLevel3,401922016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268745002#,(Alcoholic psychosis: [Korsakov's] or [other]) or (withdrawal syndrome - alcohol),AlcoholConsumptionLevel3,401924015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268764008#,Alcohol dependence,AlcoholConsumptionLevel3,402015012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268764008#,Alcohol dependence syndrome,AlcoholConsumptionLevel3,402017016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268764008#,Alcohol dependence syndrome (& [dipsomania]),AlcoholConsumptionLevel3,402018014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268767001#,Alcohol abuse -non dep.,AlcoholConsumptionLevel3,402033018#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268767001#,Non-dependent abuse of alcohol,AlcoholConsumptionLevel3,402034012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
268767001#,Nondependent alcohol abuse,AlcoholConsumptionLevel3,402036014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
274517002#,Alcoholism detoxication center,AlcoholConsumptionLevel3,410335017#,1,0,1,5564291000006118#,Alcoholism detoxication centre,^ESCTAL556429,NA,410336016,NA,31
274517002#,Alcoholism detoxication center,AlcoholConsumptionLevel3,410335017#,1,0,1,5564301000006117#,Alcoholism detoxication center,^ESCTAL556430,NA,410335017,NA,31
274517002#,Alcoholism detoxication centre,AlcoholConsumptionLevel3,410336016#,1,0,1,5564291000006118#,Alcoholism detoxication centre,^ESCTAL556429,NA,410336016,NA,31
274517002#,Alcoholism detoxication centre,AlcoholConsumptionLevel3,410336016#,1,0,1,5564301000006117#,Alcoholism detoxication center,^ESCTAL556430,NA,410335017,NA,31
300992002#,Alcohol-induced cerebellar ataxia,AlcoholConsumptionLevel3,442200018#,1,0,1,5887581000006113#,Alcohol-induced cerebellar ataxia,^ESCTAL588758,NA,442200018,NA,31
304606004#,Ethanol abuse,AlcoholConsumptionLevel3,446960011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137957008#,Heavy drinker - 7-9u/day,AlcoholConsumptionLevel3,516365010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137958003#,Very heavy drinker - greater than 9 units/day,AlcoholConsumptionLevel3,516366011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137966007#,Ex-heavy drinker - (7-9u/day),AlcoholConsumptionLevel3,516375013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137967003#,Ex-very heavy drinker - greater than 9 units/day,AlcoholConsumptionLevel3,516377017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137978006#,Heavy drinker,AlcoholConsumptionLevel3,516389015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
137979003#,Very heavy drinker,AlcoholConsumptionLevel3,516390012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
138416005#,Alcoholics anonymous,AlcoholConsumptionLevel3,516874017#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
138737003#,H/O: alcoholism,AlcoholConsumptionLevel3,517230016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
151253000#,Alcohol detoxification,AlcoholConsumptionLevel3,531123019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
151723006#,Alcoholism detoxication centre,AlcoholConsumptionLevel3,531644015#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154852003#,Alcoholic psychoses,AlcoholConsumptionLevel3,535117018#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154853008#,Delirium tremens,AlcoholConsumptionLevel3,535118011#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154854002#,(Alcoholic psychosis: [Korsakov's] or [other]) or (withdrawal syndrome - alcohol),AlcoholConsumptionLevel3,535120014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
154908007#,Alcohol dependence syndrome (& [dipsomania]),AlcoholConsumptionLevel3,535179013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155083006#,Alcohol-related polyneuropathy,AlcoholConsumptionLevel3,535374012#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155352001#,Alcohol-induced heart muscle disease,AlcoholConsumptionLevel3,535673013#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155809006#,(Cirrhosis &/or chronic liver dis) or (alcoholic liver disease),AlcoholConsumptionLevel3,536179016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
155811002#,Alcoholic cirrhosis of liver,AlcoholConsumptionLevel3,536181019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
160597007#,Heavy drinker,AlcoholConsumptionLevel3,541529014#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
160598002#,Very heavy drinker,AlcoholConsumptionLevel3,541530016#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
161109002#,Alcoholics anonymous (qualifier value),AlcoholConsumptionLevel3,542101017#,1,0,1,12482561000006114#,Alcoholics anonymous,^ESCT1248256,NA,251195015,NA,31
190504000#,Alcohol-induced pseudo-Cushing's syndrome,AlcoholConsumptionLevel3,574091019#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
191470004#,Korsakov psychosis,AlcoholConsumptionLevel3,575172010#,1,0,1,"NA#",NA,NA,NA,NA,NA,NA
