snomedcode,term_snomed,category,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId,qof
389287002#,Cigarette consumption,Active smoker,1463466019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389288007#,Cigar consumption,Active smoker,1463467011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389289004#,Pipe tobacco consumption,Active smoker,1463468018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389300001#,Smoking cessation milestones,Ex-smoker,1463479011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390025008#,Cigarette consumption,Active smoker,1464203019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390026009#,Cigar consumption,Active smoker,1464204013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390027000#,Pipe tobacco consumption,Active smoker,1464205014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390035002#,Smoking cessation milestones,Ex-smoker,1464213010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390900001#,Smoking cessation milestones (observable entity),Ex-smoker,1465078011#,1,0,1,1484932017#,Smoking cessation milestones,13p,13p..00,1484932017,NA,17,0
392686002#,Ready to stop smoking,Active smoker,1466867012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392687006#,Thinking about stopping smoking,Active smoker,1466868019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392688001#,Not interested in stopping smoking,Active smoker,1466869010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392689009#,Smoking restarted,Active smoker,1466870011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392705008#,Smoking free weeks,Ex-smoker,1466886016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393644001#,Ready to stop smoking,Active smoker,1467705015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393645000#,Thinking about stopping smoking,Active smoker,1467706019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393646004#,Not interested in stopping smoking,Active smoker,1467707011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393647008#,Smoking restarted,Active smoker,1467708018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393660002#,Smoking free weeks,Ex-smoker,1467721013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
395177003#,Smoking free weeks (observable entity),Ex-smoker,1469117016#,1,0,1,1488873010#,Smoking free weeks,13p4,13p4.00,1488873010,NA,17,0
395600001#,Referral to smoking cessation advisor,Active smoker,1469540012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
395645002#,Referral to smoking cessation advisor,Active smoker,1469585013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
53896009#,Tolerant ex-smoker (finding),Ex-smoker,1470122014#,1,0,1,3374141000006117#,Tolerant ex-smoker,^ESCTTO337414,NA,89595016,NA,31,1
56578002#,Moderate smoker (20 or less per day) (finding),Active smoker,1470149014#,1,0,1,3419101000006116#,Moderate smoker (20 or less per day),^ESCTMO341910,NA,94089011,NA,31,1
56771006#,Heavy smoker (over 20 per day) (finding),Active smoker,1470152018#,1,0,1,3422221000006116#,Heavy smoker (over 20 per day),^ESCTHE342222,NA,94417014,NA,31,1
160607006#,Ex-trivial smoker (<1/day) (finding),Ex-smoker,1470245010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160608001#,Ex-light smoker (1-9/day) (finding),Ex-smoker,1470246011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160609009#,Ex-moderate smoker (10-19/day) (finding),Ex-smoker,1470247019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160610004#,Ex-heavy smoker (20-39/day) (finding),Ex-smoker,1470248012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160611000#,Ex-very heavy smoker (40+/day) (finding),Ex-smoker,1470249016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160615009#,Ex-smoker - amount unknown (finding),Ex-smoker,1470250016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
171038002#,Health education - smoking (regime/therapy),Active smoker,1470604012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
171055003#,Pregnancy smoking advice (regime/therapy),Active smoker,1470619013#,1,0,1,265092010#,Pregnancy smoking advice,67A3,67A3.00,265092010,NA,17,0
171055003#,Pregnancy smoking advice (regime/therapy),Active smoker,1470619013#,1,0,1,4640171000006113#,Pregnancy smoking education,^ESCTPR464017,NA,2575653016,NA,17,0
171055003#,Pregnancy smoking advice (regime/therapy),Active smoker,1470619013#,1,0,1,4640191000006114#,Smoking in pregnancy education,^ESCTSM464019,NA,2579133014,NA,17,0
281080007#,Advice on smoking (regime/therapy),Active smoker,1472364012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
87739003#,Tolerant non-smoker (finding),Non-smoker,1472683010#,1,0,1,3926051000006118#,Tolerant non-smoker,^ESCTTO392605,NA,145469012,NA,31,0
105539002#,Non-smoker for personal reasons (finding),Non-smoker,1475319018#,1,0,1,4120281000006117#,Non-smoker for personal reasons,^ESCTNO412028,NA,169634017,NA,31,0
105540000#,Non-smoker for religious reasons (finding),Non-smoker,1475320012#,1,0,1,4120291000006119#,Non-smoker for religious reasons,^ESCTNO412029,NA,169635016,NA,31,0
105541001#,Non-smoker for medical reasons (finding),Non-smoker,1475321011#,1,0,1,4120301000006118#,Non-smoker for medical reasons,^ESCTNO412030,NA,169636015,NA,31,0
384742004#,Smoking cessation assistance,Active smoker,1479064018#,1,0,1,6427931000006116#,Smoking cessation assistance,^ESCTSM642793,NA,1479064018,NA,31,0
384742004#,Smoking cessation assistance,Active smoker,1479064018#,1,0,1,11793611000006110#,Smoking cessation behaviour support,^ESCT1179361,NA,3513200015,NA,31,0
389287002#,Cigarette consumption,Active smoker,1483324012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389288007#,Cigar consumption,Active smoker,1483325013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389289004#,Pipe tobacco consumption,Active smoker,1483326014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389300001#,Smoking cessation milestones,Ex-smoker,1483337010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390025008#,Cigarette consumption,Active smoker,1484061019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390026009#,Cigar consumption,Active smoker,1484062014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390027000#,Pipe tobacco consumption,Active smoker,1484063016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390035002#,Smoking cessation milestones,Ex-smoker,1484071017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392686002#,Ready to stop smoking,Active smoker,1486662011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392687006#,Thinking about stopping smoking,Active smoker,1486663018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392688001#,Not interested in stopping smoking,Active smoker,1486664012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392689009#,Smoking restarted,Active smoker,1486665013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392705008#,Smoking free weeks,Ex-smoker,1486681015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393644001#,Ready to stop smoking,Active smoker,1487498017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393645000#,Thinking about stopping smoking,Active smoker,1487499013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393646004#,Not interested in stopping smoking,Active smoker,1487500016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393647008#,Smoking restarted,Active smoker,1487501017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393660002#,Smoking free weeks,Ex-smoker,1487514016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
395177003#,Smoking free weeks,Ex-smoker,1488873010#,1,0,1,1488873010#,Smoking free weeks,13p4,13p4.00,1488873010,NA,17,0
395600001#,Referral to smoking cessation advisor,Active smoker,1489257019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
395645002#,Referral to smoking cessation advisor,Active smoker,1489302018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
401160008#,Smoking cessation programme start date (observable entity),Active smoker,1769082011#,1,0,1,1773560017#,Smoking cessation programme start date,13p5,13p5.00,1773560017,NA,17,0
401160008#,Smoking cessation programme start date (observable entity),Active smoker,1769082011#,1,0,1,6649431000006116#,Smoking cessation program start date,^ESCTSM664943,NA,1774846018,NA,17,0
401160008#,Smoking cessation programme start date,Active smoker,1773560017#,1,0,1,1773560017#,Smoking cessation programme start date,13p5,13p5.00,1773560017,NA,17,0
401160008#,Smoking cessation programme start date,Active smoker,1773560017#,1,0,1,6649431000006116#,Smoking cessation program start date,^ESCTSM664943,NA,1774846018,NA,17,0
401160008#,Smoking cessation program start date,Active smoker,1774846018#,1,0,1,1773560017#,Smoking cessation programme start date,13p5,13p5.00,1773560017,NA,17,0
401160008#,Smoking cessation program start date,Active smoker,1774846018#,1,0,1,6649431000006116#,Smoking cessation program start date,^ESCTSM664943,NA,1774846018,NA,17,0
405746006#,Current non smoker but past smoking history unknown (finding),Non-smoker,2149576018#,1,0,1,6718071000006115#,Current non smoker but past smoking history unknown,^ESCTCU671807,NA,2157522017,NA,31,0
408425002#,Lifestyle advice regarding smoking (regime/therapy),Active smoker,2152256018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
405746006#,Current non smoker but past smoking history unknown,Non-smoker,2157522017#,1,0,1,6718071000006115#,Current non smoker but past smoking history unknown,^ESCTCU671807,NA,2157522017,NA,31,0
408425002#,Lifestyle advice regarding smoking,Active smoker,2159989013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
171055003#,Pregnancy smoking education (procedure),Active smoker,2561956017#,1,0,1,265092010#,Pregnancy smoking advice,67A3,67A3.00,265092010,NA,17,0
171055003#,Pregnancy smoking education (procedure),Active smoker,2561956017#,1,0,1,4640171000006113#,Pregnancy smoking education,^ESCTPR464017,NA,2575653016,NA,17,0
171055003#,Pregnancy smoking education (procedure),Active smoker,2561956017#,1,0,1,4640191000006114#,Smoking in pregnancy education,^ESCTSM464019,NA,2579133014,NA,17,0
171055003#,Pregnancy smoking education,Active smoker,2575653016#,1,0,1,265092010#,Pregnancy smoking advice,67A3,67A3.00,265092010,NA,17,0
171055003#,Pregnancy smoking education,Active smoker,2575653016#,1,0,1,4640171000006113#,Pregnancy smoking education,^ESCTPR464017,NA,2575653016,NA,17,0
171055003#,Pregnancy smoking education,Active smoker,2575653016#,1,0,1,4640191000006114#,Smoking in pregnancy education,^ESCTSM464019,NA,2579133014,NA,17,0
171055003#,Smoking in pregnancy education,Active smoker,2579133014#,1,0,1,265092010#,Pregnancy smoking advice,67A3,67A3.00,265092010,NA,17,0
171055003#,Smoking in pregnancy education,Active smoker,2579133014#,1,0,1,4640171000006113#,Pregnancy smoking education,^ESCTPR464017,NA,2575653016,NA,17,0
171055003#,Smoking in pregnancy education,Active smoker,2579133014#,1,0,1,4640191000006114#,Smoking in pregnancy education,^ESCTSM464019,NA,2579133014,NA,17,0
137982008#,Non-smoker (& [never smoked tobacco]) (finding),Non-smoker,2710132012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
6368002#,Cigarette cough (qualifier value),Active smoker,2712164010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
155567003#,(Simple chronic bronchitis) or (smoker's cough) or (senile tracheobronchitis) (disorder),Active smoker,2715421019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160602000#,(Trivial smoker - < 1 cig/day) or (occasional smoker) (finding),Active smoker,2715460017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153967006#,Stop smoking monitoring admin: [monitoring] or [clinic] (regime/therapy),Active smoker,2715832011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153970005#,Stop smoking monitor default (regime/therapy),Active smoker,2721330017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153973007#,Stop smoking monitoring third letter (regime/therapy),Active smoker,2721331018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
183871002#,Referral to stop-smoking clinic (procedure),Active smoker,2721872014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137983003#,Trivial cigarette smoker (less than one cigarette/day) (finding),Active smoker,2722300010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137987002#,Very heavy cigarette smoker (40+ cigs/day) (finding),Active smoker,2722472019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138007000#,Smoking started (finding),Active smoker,2722473012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138002006#,Current non-smoker (finding),Non-smoker,2722563013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137985005#,Moderate cigarette smoker (10-19 cigs/day) (finding),Active smoker,2722573010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137984009#,Light cigarette smoker (1-9 cigs/day) (finding),Active smoker,2722574016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137986006#,Heavy cigarette smoker (20-39 cigs/day) (finding),Active smoker,2723663010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138000003#,Cigar smoker (finding),Active smoker,2725486011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137989004#,Ex-light cigarette smoker (1-9/day) (finding),Ex-smoker,2725487019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
148261009#,Health education - smoking (procedure),Active smoker,2725905018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137998001#,Pipe smoker (finding),Active smoker,2727227015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137993005#,Keeps trying to stop smoking (finding),Active smoker,2727386013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137988007#,Ex-trivial cigarette smoker (<1/day) (finding),Active smoker,2727503016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138001004#,Stopped smoking (finding),Ex-smoker,2727566010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137992000#,Ex-very heavy cigarette smoker (40+/day) (finding),Ex-smoker,2727567018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138006009#,Cigarette smoker (finding),Active smoker,2728449014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138008005#,Smoker (finding),Active smoker,2728450014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138009002#,Ex-smoker (finding),Ex-smoker,2728451013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138005008#,Ex-cigar smoker (finding),Ex-smoker,2728453011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138010007#,Date ceased smoking (finding),Ex-smoker,2728610016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
183090009#,Smoking cessation advice (procedure),Active smoker,2728826018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138004007#,Ex-pipe smoker (finding),Ex-smoker,2728866019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390027000#,Pipe tobacco consumption (finding),Active smoker,2733919012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389287002#,Cigarette consumption (observable entity),Active smoker,2734256016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392705008#,Smoking free weeks (observable entity),Ex-smoker,2734538015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392689009#,Smoking restarted (finding),Active smoker,2734991016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392688001#,Not interested in stopping smoking (finding),Active smoker,2735178013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160624000#,Ex-smoker (finding),Ex-smoker,2735217019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392686002#,Ready to stop smoking (finding),Active smoker,2735675012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
225786009#,Smoker (finding),Active smoker,2737528015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153976004#,Stop smoking monitoring delete (regime/therapy),Active smoker,2738969019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153971009#,Stop smoking monitoring first letter (regime/therapy),Active smoker,2739879012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153977008#,Stop smoking monitoring check done (regime/therapy),Active smoker,2740601019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
152100002#,Referral to stop-smoking clinic (procedure),Active smoker,2740725016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153972002#,Stop smoking monitoring second letter (regime/therapy),Active smoker,2740956017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153974001#,Stop smoking monitoring verbal invite (regime/therapy),Active smoker,2740957014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
72524004#,Intolerant non-smoker (life style),Non-smoker,2743600019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393645000#,Thinking about stopping smoking (finding),Active smoker,2744241011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
395645002#,Referral to smoking cessation advisor (procedure),Active smoker,2744372013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393647008#,Smoking restarted (finding),Active smoker,2744662015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393646004#,Not interested in stopping smoking (finding),Active smoker,2744663013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
367141000#,Smoking reduced (finding),Active smoker,2744726012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390035002#,Smoking cessation milestones (observable entity),Ex-smoker,2746541012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137997006#,Trying to give up smoking (finding),Active smoker,2747161018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
366916002#,Smoking reduced (finding),Active smoker,2747374015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138003001#,Rolls own cigarettes (finding),Active smoker,2753107013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
160600008#,[Tobacco consumption] or [smoker - amount smoked] (finding),Active smoker,2753478011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
148279008#,Pregnancy smoking advice (procedure),Active smoker,2753979011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
266394006#,(Simple chronic bronchitis) or (smoker's cough) or (senile tracheobronchitis) (disorder),Active smoker,2754548012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393660002#,Smoking free weeks (observable entity),Ex-smoker,2755805017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389289004#,Pipe tobacco consumption (observable entity),Active smoker,2756018015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153975000#,Stop smoking monitoring telephone invite (regime/therapy),Active smoker,2757163013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
392687006#,Thinking about stopping smoking (finding),Active smoker,2757439011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390025008#,Cigarette consumption (finding),Active smoker,2757562010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
138012004#,Tobacco consumption NOS (observable entity),Active smoker,2757641015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137991007#,Ex-heavy cigarette smoker (20-39/day) (finding),Ex-smoker,2758559010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153978003#,Stop smoking monitor admin.NOS (regime/therapy),Active smoker,2758821014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389300001#,Smoking cessation milestones (observable entity),Ex-smoker,2758882016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153969009#,Refuses stop smoking monitor (regime/therapy),Active smoker,2758935010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137990008#,Ex-moderate cigarette smoker (10-19/day) (finding),Ex-smoker,2759013011#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
65909009#,Aggressive ex-smoker (life style),Ex-smoker,2760043016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389301002#,Negotiated date for cessation of smoking (observable entity),Active smoker,2760884017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390026009#,Cigar consumption (finding),Active smoker,2761206018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
137996002#,Ex-smoker - amount unknown (finding),Ex-smoker,2761237018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
389288007#,Cigar consumption (observable entity),Active smoker,2761441017#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
390036001#,Negotiated date for cessation of smoking (observable entity),Active smoker,2761539016#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
395600001#,Referral to smoking cessation advisor (procedure),Active smoker,2761711015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
393644001#,Ready to stop smoking (finding),Active smoker,2761718014#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
151361007#,Smoking cessation advice (procedure),Active smoker,2762877018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
153968001#,Attends stop smoking monitoring (regime/therapy),Active smoker,2763033018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,0
365982000#,Finding of tobacco smoking consumption,Active smoker,2770620010#,1,0,1,6282371000006112#,Tobacco smoking consumption - finding,^ESCTTO628237,NA,489484014,NA,31,0
221000119102#,Never smoked any substance,Non-smoker,2916218010#,1,0,1,7965041000006111#,Never smoked any substance,^ESCTNE796504,NA,2916218010,NA,31,1
698289004#,Water pipe smoker,Active smoker,2973829011#,1,0,1,7507191000006117#,Water pipe smoker,^ESCTWA750719,NA,2973829011,NA,31,0
698289004#,Water pipe smoker,Active smoker,2973829011#,1,0,1,7507181000006115#,Hookah pipe smoker,^ESCTHO750718,NA,2973819016,NA,31,0
699033005#,Provision of smoking cessation leaflet,Active smoker,2982426011#,1,0,1,2982426011#,Provision of smoking cessation leaflet,ESCTPR3,NA,2982426011,NA,37,0
699033005#,Provision of smoking cessation leaflet (procedure),Active smoker,2982484012#,1,0,1,2982426011#,Provision of smoking cessation leaflet,ESCTPR3,NA,2982426011,NA,37,0
1221000175102#,Age at smoking cessation (observable entity),Ex-smoker,3027293017#,1,0,1,7967851000006114#,Age at smoking cessation,^ESCTAG796785,NA,3027295012,NA,31,0
1221000175102#,Age at smoking cessation,Ex-smoker,3027295012#,1,0,1,7967851000006114#,Age at smoking cessation,^ESCTAG796785,NA,3027295012,NA,31,0
709507008#,Assessment of readiness for smoking cessation,Active smoker,3039829017#,1,0,1,7650811000006116#,Assessment of readiness for smoking cessation,^ESCTAS765081,NA,3039829017,NA,31,0
709507008#,Assessment of readiness for smoking cessation (procedure),Active smoker,3040225014#,1,0,1,7650811000006116#,Assessment of readiness for smoking cessation,^ESCTAS765081,NA,3039829017,NA,31,0
710081004#,Smoking cessation therapy (regime/therapy),Active smoker,3043159017#,1,0,1,492511000000117#,Smoking cessation therapy,745H,745H.00,3043296015,NA,32,0
710081004#,Smoking cessation therapy (regime/therapy),Active smoker,3043159017#,1,0,1,482871000000111#,Other specified smoking cessation therapy,745Hy,745Hy00,3043296015,NA,32,0
710081004#,Smoking cessation therapy (regime/therapy),Active smoker,3043159017#,1,0,1,489931000000114#,Smoking cessation therapy NOS,745Hz,745Hz00,3043296015,NA,32,0
710081004#,Smoking cessation therapy,Active smoker,3043296015#,1,0,1,492511000000117#,Smoking cessation therapy,745H,745H.00,3043296015,NA,32,0
710081004#,Smoking cessation therapy,Active smoker,3043296015#,1,0,1,482871000000111#,Other specified smoking cessation therapy,745Hy,745Hy00,3043296015,NA,32,0
710081004#,Smoking cessation therapy,Active smoker,3043296015#,1,0,1,489931000000114#,Smoking cessation therapy NOS,745Hz,745Hz00,3043296015,NA,32,0
48031000119106#,Ex-smoker for more than 1 year (finding),Ex-smoker,3047367018#,1,0,1,8017571000006117#,Ex-smoker for more than 1 year,^ESCTEX801757,NA,3047429015,NA,31,1
48031000119106#,Ex-smoker for more than 1 year,Ex-smoker,3047429015#,1,0,1,8017571000006117#,Ex-smoker for more than 1 year,^ESCTEX801757,NA,3047429015,NA,31,1
711563001#,No known exposure to tobacco smoke (finding),Non-smoker,3079029012#,1,0,1,7690211000006112#,No known exposure to tobacco smoke,^ESCTNO769021,NA,3079030019,NA,31,1
711563001#,No known exposure to tobacco smoke,Non-smoker,3079030019#,1,0,1,7690211000006112#,No known exposure to tobacco smoke,^ESCTNO769021,NA,3079030019,NA,31,1
712829007#,Patient request for smoking cessation information,Active smoker,3285644014#,1,0,1,7696001000006118#,Patient request for smoking cessation information,^ESCTPA769600,NA,3285644014,NA,31,0
712829007#,Patient request for smoking cessation information (procedure),Active smoker,3285668018#,1,0,1,7696001000006118#,Patient request for smoking cessation information,^ESCTPA769600,NA,3285644014,NA,31,0
713700008#,Smoking cessation drug therapy (regime/therapy),Active smoker,3297362010#,1,0,1,482771000000118#,Smoking cessation drug therapy,745H4,745H400,3297364011,NA,32,0
713700008#,Smoking cessation drug therapy,Active smoker,3297364011#,1,0,1,482771000000118#,Smoking cessation drug therapy,745H4,745H400,3297364011,NA,32,0
4531000175104#,Tobacco cessation education not done (situation),Active smoker,3305800013#,1,0,1,7979581000006117#,Tobacco cessation education not done,^ESCTTO797958,NA,3305801012,NA,31,0
4531000175104#,Tobacco cessation education not done,Active smoker,3305801012#,1,0,1,7979581000006117#,Tobacco cessation education not done,^ESCTTO797958,NA,3305801012,NA,31,0
735128000#,Ex-smoker for less than 1 year (finding),Ex-smoker,3513198014#,1,0,1,3513199018#,Ex-smoker for less than 1 year,^ESCT1165113,NA,3513199018,NA,31,1
735128000#,Ex-smoker for less than 1 year,Ex-smoker,3513199018#,1,0,1,3513199018#,Ex-smoker for less than 1 year,^ESCT1165113,NA,3513199018,NA,31,1
384742004#,Smoking cessation behaviour support,Active smoker,3513200015#,1,0,1,6427931000006116#,Smoking cessation assistance,^ESCTSM642793,NA,1479064018,NA,31,0
384742004#,Smoking cessation behaviour support,Active smoker,3513200015#,1,0,1,11793611000006110#,Smoking cessation behaviour support,^ESCT1179361,NA,3513200015,NA,31,0
765000002#,Monitoring of smoking cessation therapy (regime/therapy),Active smoker,3656017013#,1,0,1,12024741000006113#,Monitoring of smoking cessation therapy,^ESCT1202474,NA,3656018015,NA,31,0
765000002#,Monitoring of smoking cessation therapy,Active smoker,3656018015#,1,0,1,12024741000006113#,Monitoring of smoking cessation therapy,^ESCT1202474,NA,3656018015,NA,31,0
770729006#,Referral for brief intervention for smoking cessation,Active smoker,3702282012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,1
770729006#,Referral for brief intervention for smoking cessation (procedure),Active smoker,3702283019#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,1
771155005#,Brief intervention for smoking cessation,Active smoker,3704611015#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,1
771155005#,Brief intervention for smoking cessation (procedure),Active smoker,3704612010#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,1
782516008#,Number of calculated pack years for cumulative lifetime tobacco exposure (observable entity),Active smoker,3754333018#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,1
782516008#,Number of calculated smoking pack years,Active smoker,3754334012#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,1
782516008#,Number of calculated pack years for cumulative lifetime tobacco exposure,Active smoker,3754335013#,1,0,1,NA#,NA,NA,NA,NA,NA,NA,1
221000119102#,Never smoked any substance (finding),Non-smoker,1691000119115#,1,0,1,7965041000006111#,Never smoked any substance,^ESCTNE796504,NA,2916218010,NA,31,1
