snomedcode,term_snomed,category,id,search_terms,read_mapping,matchtotal,MedCodeId,term_medcode,OriginalReadCode,CleansedReadCode,SnomedCTDescriptionId,Release,EmisCodeCategoryId
297289008#,World languages,First Language Not English,437781010#,1,1,2,437781010#,World languages,13b,13b..00,437781010,NA,17
297289008#,World languages (qualifier value),First Language Not English,692606013#,1,1,2,437781010#,World languages,13b,13b..00,437781010,NA,17
297463006#,Vietnamese language,First Language Not English,437977019#,1,1,2,437977019#,Vietnamese language,13b0,13b0.00,437977019,NA,17
297463006#,Vietnamese language (qualifier value),First Language Not English,692799015#,1,1,2,437977019#,Vietnamese language,13b0,13b0.00,437977019,NA,17
297877001#,Cantonese Chinese dialect,First Language Not English,438450019#,1,1,2,438450019#,Cantonese Chinese dialect,13b1,13b1.00,438450019,NA,17
297877001#,Cantonese Chinese dialect (qualifier value),First Language Not English,693257010#,1,1,2,438450019#,Cantonese Chinese dialect,13b1,13b1.00,438450019,NA,17
297530002#,Sylheti,First Language Not English,438053013#,1,1,2,5841411000006115#,Sylheti,^ESCTSY584141,NA,438053013,NA,17
297530002#,Sylheti,First Language Not English,438053013#,1,1,2,438054019#,Sylhety,13b2,13b2.00,438054019,NA,17
297530002#,Sylhety,First Language Not English,438054019#,1,1,2,5841411000006115#,Sylheti,^ESCTSY584141,NA,438053013,NA,17
297530002#,Sylhety,First Language Not English,438054019#,1,1,2,438054019#,Sylhety,13b2,13b2.00,438054019,NA,17
297530002#,Sylhety (qualifier value),First Language Not English,692872013#,1,1,2,5841411000006115#,Sylheti,^ESCTSY584141,NA,438053013,NA,17
297530002#,Sylhety (qualifier value),First Language Not English,692872013#,1,1,2,438054019#,Sylhety,13b2,13b2.00,438054019,NA,17
313421002#,Creole language,First Language Not English,457311012#,1,1,2,6029861000006115#,CrÃ©ole language,^ESCTCR602986,NA,2819356013,NA,17
313421002#,Creole language,First Language Not English,457311012#,1,1,2,457311012#,Creole language,13b3,13b3.00,457311012,NA,17
313421002#,Creole language (qualifier value),First Language Not English,710186011#,1,1,2,6029861000006115#,CrÃ©ole language,^ESCTCR602986,NA,2819356013,NA,17
313421002#,Creole language (qualifier value),First Language Not English,710186011#,1,1,2,457311012#,Creole language,13b3,13b3.00,457311012,NA,17
313421002#,Créole language,First Language Not English,2819356013#,1,1,2,6029861000006115#,CrÃ©ole language,^ESCTCR602986,NA,2819356013,NA,17
313421002#,Créole language,First Language Not English,2819356013#,1,1,2,457311012#,Creole language,13b3,13b3.00,457311012,NA,17
313421002#,Créole language (qualifier value),First Language Not English,2819357016#,1,1,2,6029861000006115#,CrÃ©ole language,^ESCTCR602986,NA,2819356013,NA,17
313421002#,Créole language (qualifier value),First Language Not English,2819357016#,1,1,2,457311012#,Creole language,13b3,13b3.00,457311012,NA,17
313422009#,Mirpuri language,First Language Not English,457312017#,1,1,2,457312017#,Mirpuri language,13b4,13b4.00,457312017,NA,17
313422009#,Mirpuri language (qualifier value),First Language Not English,710187019#,1,1,2,457312017#,Mirpuri language,13b4,13b4.00,457312017,NA,17
315566006#,Main spoken language Arabic,First Language Not English,460083013#,1,1,2,460083013#,Main spoken language Arabic,13l0,13l0.00,460083013,NA,17
315566006#,Main spoken language Arabic (finding),First Language Not English,712470018#,1,1,2,460083013#,Main spoken language Arabic,13l0,13l0.00,460083013,NA,17
315567002#,Main spoken language Bengali,First Language Not English,460084019#,1,1,2,460084019#,Main spoken language Bengali,13l1,13l1.00,460084019,NA,17
315567002#,Main spoken language Bengali (finding),First Language Not English,712471019#,1,1,2,460084019#,Main spoken language Bengali,13l1,13l1.00,460084019,NA,17
315568007#,Main spoken language Cantonese,First Language Not English,460085018#,1,1,2,460085018#,Main spoken language Cantonese,13l2,13l2.00,460085018,NA,17
315568007#,Main spoken language Cantonese (finding),First Language Not English,712472014#,1,1,2,460085018#,Main spoken language Cantonese,13l2,13l2.00,460085018,NA,17
315569004#,Main spoken language Czech,First Language Not English,460086017#,1,1,2,460086017#,Main spoken language Czech,13l3,13l3.00,460086017,NA,17
315569004#,Main spoken language Czech (finding),First Language Not English,712473016#,1,1,2,460086017#,Main spoken language Czech,13l3,13l3.00,460086017,NA,17
315571004#,Main spoken language French,First Language Not English,460088016#,1,1,2,460088016#,Main spoken language French,13l5,13l5.00,460088016,NA,17
315571004#,Main spoken language French (finding),First Language Not English,712475011#,1,1,2,460088016#,Main spoken language French,13l5,13l5.00,460088016,NA,17
315572006#,Main spoken language Gujerati,First Language Not English,460089012#,1,1,2,460089012#,Main spoken language Gujerati,13l6,13l6.00,460089012,NA,17
315572006#,Main spoken language Gujerati,First Language Not English,460089012#,1,1,2,2418501000000119#,Main spoken language Gujarati,13l6-1,13l6.11,2.42E+15,NA,17
315572006#,Main spoken language Gujerati (finding),First Language Not English,712476012#,1,1,2,460089012#,Main spoken language Gujerati,13l6,13l6.00,460089012,NA,17
315572006#,Main spoken language Gujerati (finding),First Language Not English,712476012#,1,1,2,2418501000000119#,Main spoken language Gujarati,13l6-1,13l6.11,2.42E+15,NA,17
315574007#,Main spoken language Hausa,First Language Not English,460092011#,1,1,2,460092011#,Main spoken language Hausa,13l7,13l7.00,460092011,NA,17
315574007#,Main spoken language Hausa (finding),First Language Not English,712479017#,1,1,2,460092011#,Main spoken language Hausa,13l7,13l7.00,460092011,NA,17
315575008#,Main spoken language Hindi,First Language Not English,460093018#,1,1,2,460093018#,Main spoken language Hindi,13l8,13l8.00,460093018,NA,17
315575008#,Main spoken language Hindi (finding),First Language Not English,712481015#,1,1,2,460093018#,Main spoken language Hindi,13l8,13l8.00,460093018,NA,17
315576009#,Main spoken language Iba,First Language Not English,460094012#,1,1,2,12490781000006113#,Main spoken language Iban,^ESCT1249078,NA,7.29E+14,NA,17
315576009#,Main spoken language Iba,First Language Not English,460094012#,1,1,2,12488001000006115#,Main spoken language Iba,^ESCT1248800,NA,7.31E+14,NA,17
315576009#,Main spoken language Iba,First Language Not English,460094012#,1,1,2,728541000000119#,Main spoken language Iban,13l9-1,13l9.11,460094012,NA,17
315576009#,Main spoken language Iba,First Language Not English,460094012#,1,1,2,6059611000006118#,Main spoken language Iba,^ESCTMA605961,NA,6.06E+15,NA,17
315576009#,Main spoken language Iba,First Language Not English,460094012#,1,1,2,460094012#,Main spoken language Iba,13l9,13l9.00,460094012,NA,17
315576009#,Main spoken language Iba (finding),First Language Not English,712482010#,1,1,2,12490781000006113#,Main spoken language Iban,^ESCT1249078,NA,7.29E+14,NA,17
315576009#,Main spoken language Iba (finding),First Language Not English,712482010#,1,1,2,12488001000006115#,Main spoken language Iba,^ESCT1248800,NA,7.31E+14,NA,17
315576009#,Main spoken language Iba (finding),First Language Not English,712482010#,1,1,2,728541000000119#,Main spoken language Iban,13l9-1,13l9.11,460094012,NA,17
315576009#,Main spoken language Iba (finding),First Language Not English,712482010#,1,1,2,6059611000006118#,Main spoken language Iba,^ESCTMA605961,NA,6.06E+15,NA,17
315576009#,Main spoken language Iba (finding),First Language Not English,712482010#,1,1,2,460094012#,Main spoken language Iba,13l9,13l9.00,460094012,NA,17
315577000#,Main spoken language Kutchi,First Language Not English,460095013#,1,1,2,460095013#,Main spoken language Kutchi,13lA,13lA.00,460095013,NA,17
315577000#,Main spoken language Kutchi (finding),First Language Not English,712483017#,1,1,2,460095013#,Main spoken language Kutchi,13lA,13lA.00,460095013,NA,17
315578005#,Main spoken language Mandarin,First Language Not English,460096014#,1,1,2,460096014#,Main spoken language Mandarin,13lB,13lB.00,460096014,NA,17
315578005#,Main spoken language Mandarin (finding),First Language Not English,712484011#,1,1,2,460096014#,Main spoken language Mandarin,13lB,13lB.00,460096014,NA,17
315579002#,Main spoken language Polish,First Language Not English,460097017#,1,1,2,460097017#,Main spoken language Polish,13lC,13lC.00,460097017,NA,17
315579002#,Main spoken language Polish (finding),First Language Not English,712485012#,1,1,2,460097017#,Main spoken language Polish,13lC,13lC.00,460097017,NA,17
315580004#,Main spoken language Portuguese,First Language Not English,460098010#,1,1,2,460098010#,Main spoken language Portuguese,13lD,13lD.00,460098010,NA,17
315580004#,Main spoken language Portuguese (finding),First Language Not English,712486013#,1,1,2,460098010#,Main spoken language Portuguese,13lD,13lD.00,460098010,NA,17
315581000#,Main spoken language Punjabi,First Language Not English,460099019#,1,1,2,460099019#,Main spoken language Punjabi,13lE,13lE.00,460099019,NA,17
315581000#,Main spoken language Punjabi,First Language Not English,460099019#,1,1,2,684831000000116#,Main spoken language Panjabi,13lE-1,13lE.11,6.85E+14,NA,17
315581000#,Main spoken language Punjabi (finding),First Language Not English,712487016#,1,1,2,460099019#,Main spoken language Punjabi,13lE,13lE.00,460099019,NA,17
315581000#,Main spoken language Punjabi (finding),First Language Not English,712487016#,1,1,2,684831000000116#,Main spoken language Panjabi,13lE-1,13lE.11,6.85E+14,NA,17
315582007#,Main spoken language Russian,First Language Not English,460100010#,1,1,2,460100010#,Main spoken language Russian,13lF,13lF.00,460100010,NA,17
315582007#,Main spoken language Russian (finding),First Language Not English,712488014#,1,1,2,460100010#,Main spoken language Russian,13lF,13lF.00,460100010,NA,17
315583002#,Main spoken language Somali,First Language Not English,460101014#,1,1,2,460101014#,Main spoken language Somali,13lG,13lG.00,460101014,NA,17
315583002#,Main spoken language Somali (finding),First Language Not English,712489018#,1,1,2,460101014#,Main spoken language Somali,13lG,13lG.00,460101014,NA,17
315584008#,Main spoken language Spanish,First Language Not English,460102019#,1,1,2,460102019#,Main spoken language Spanish,13lH,13lH.00,460102019,NA,17
315584008#,Main spoken language Spanish (finding),First Language Not English,712491014#,1,1,2,460102019#,Main spoken language Spanish,13lH,13lH.00,460102019,NA,17
315585009#,Main spoken language Swahili,First Language Not English,460103012#,1,1,2,460103012#,Main spoken language Swahili,13lI,13lI.00,460103012,NA,17
315585009#,Main spoken language Swahili (finding),First Language Not English,712492019#,1,1,2,460103012#,Main spoken language Swahili,13lI,13lI.00,460103012,NA,17
315586005#,Main spoken language Sylheti,First Language Not English,460104018#,1,1,2,460104018#,Main spoken language Sylheti,13lJ,13lJ.00,460104018,NA,17
315586005#,Main spoken language Sylheti (finding),First Language Not English,712493012#,1,1,2,460104018#,Main spoken language Sylheti,13lJ,13lJ.00,460104018,NA,17
315587001#,Main spoken language Tamil,First Language Not English,460105017#,1,1,2,460105017#,Main spoken language Tamil,13lK,13lK.00,460105017,NA,17
315587001#,Main spoken language Tamil (finding),First Language Not English,712494018#,1,1,2,460105017#,Main spoken language Tamil,13lK,13lK.00,460105017,NA,17
315589003#,Main spoken language Yoruba,First Language Not English,460107013#,1,1,2,460107013#,Main spoken language Yoruba,13lM,13lM.00,460107013,NA,17
315589003#,Main spoken language Yoruba (finding),First Language Not English,712496016#,1,1,2,460107013#,Main spoken language Yoruba,13lM,13lM.00,460107013,NA,17
395109004#,Main spoken language Kurdish (finding),First Language Not English,1469049019#,1,1,2,1488808019#,Main spoken language Kurdish,13lN,13lN.00,1488808019,NA,17
395109004#,Main spoken language Kurdish,First Language Not English,1488808019#,1,1,2,1488808019#,Main spoken language Kurdish,13lN,13lN.00,1488808019,NA,17
395108007#,Main spoken language Farsi (finding),First Language Not English,1469048010#,1,1,2,676361000000117#,Main spoken language Persian,13lO-1,13lO.11,6.76E+14,NA,17
395108007#,Main spoken language Farsi (finding),First Language Not English,1469048010#,1,1,2,1488807012#,Main spoken language Farsi,13lO,13lO.00,1488807012,NA,17
395108007#,Main spoken language Farsi,First Language Not English,1488807012#,1,1,2,676361000000117#,Main spoken language Persian,13lO-1,13lO.11,6.76E+14,NA,17
395108007#,Main spoken language Farsi,First Language Not English,1488807012#,1,1,2,1488807012#,Main spoken language Farsi,13lO,13lO.00,1488807012,NA,17
395110009#,Main spoken language Shona (finding),First Language Not English,1469050019#,1,1,2,1488809010#,Main spoken language Shona,13lP,13lP.00,1488809010,NA,17
395110009#,Main spoken language Shona,First Language Not English,1488809010#,1,1,2,1488809010#,Main spoken language Shona,13lP,13lP.00,1488809010,NA,17
407642001#,Main spoken language Italian (finding),First Language Not English,2151473015#,1,1,2,2159242019#,Main spoken language Italian,13lQ,13lQ.00,2159242019,NA,17
407642001#,Main spoken language Italian,First Language Not English,2159242019#,1,1,2,2159242019#,Main spoken language Italian,13lQ,13lQ.00,2159242019,NA,17
407643006#,Main spoken language German (finding),First Language Not English,2151474014#,1,1,2,2159243012#,Main spoken language German,13lR,13lR.00,2159243012,NA,17
407643006#,Main spoken language German,First Language Not English,2159243012#,1,1,2,2159243012#,Main spoken language German,13lR,13lR.00,2159243012,NA,17
407648002#,Main spoken language Albanian (finding),First Language Not English,2151479016#,1,1,2,2159248015#,Main spoken language Albanian,13lS,13lS.00,2159248015,NA,17
407648002#,Main spoken language Albanian,First Language Not English,2159248015#,1,1,2,2159248015#,Main spoken language Albanian,13lS,13lS.00,2159248015,NA,17
407650005#,Main spoken language Croatian (finding),First Language Not English,2151481019#,1,1,2,2159250011#,Main spoken language Croatian,13lT,13lT.00,2159250011,NA,17
407650005#,Main spoken language Croatian (finding),First Language Not English,2151481019#,1,1,2,6750051000006116#,Main spoken language Croat,^ESCTMA675005,NA,2163858018,NA,17
407650005#,Main spoken language Croatian (finding),First Language Not English,2151481019#,1,1,2,676391000000111#,Main spoken language Serbo-Croatian,13lT-1,13lT.11,6.76E+14,NA,17
407650005#,Main spoken language Croatian,First Language Not English,2159250011#,1,1,2,2159250011#,Main spoken language Croatian,13lT,13lT.00,2159250011,NA,17
407650005#,Main spoken language Croatian,First Language Not English,2159250011#,1,1,2,6750051000006116#,Main spoken language Croat,^ESCTMA675005,NA,2163858018,NA,17
407650005#,Main spoken language Croatian,First Language Not English,2159250011#,1,1,2,676391000000111#,Main spoken language Serbo-Croatian,13lT-1,13lT.11,6.76E+14,NA,17
407650005#,Main spoken language Croat,First Language Not English,2163858018#,1,1,2,2159250011#,Main spoken language Croatian,13lT,13lT.00,2159250011,NA,17
407650005#,Main spoken language Croat,First Language Not English,2163858018#,1,1,2,6750051000006116#,Main spoken language Croat,^ESCTMA675005,NA,2163858018,NA,17
407650005#,Main spoken language Croat,First Language Not English,2163858018#,1,1,2,676391000000111#,Main spoken language Serbo-Croatian,13lT-1,13lT.11,6.76E+14,NA,17
407652002#,Main spoken language Greek (finding),First Language Not English,2151483016#,1,1,2,2159252015#,Main spoken language Greek,13lV,13lV.00,2159252015,NA,17
407652002#,Main spoken language Greek,First Language Not English,2159252015#,1,1,2,2159252015#,Main spoken language Greek,13lV,13lV.00,2159252015,NA,17
407654001#,Main spoken language Japanese (finding),First Language Not English,2151485011#,1,1,2,2159254019#,Main spoken language Japanese,13lW,13lW.00,2159254019,NA,17
407654001#,Main spoken language Japanese,First Language Not English,2159254019#,1,1,2,2159254019#,Main spoken language Japanese,13lW,13lW.00,2159254019,NA,17
407655000#,Main spoken language Korean (finding),First Language Not English,2151486012#,1,1,2,2159255018#,Main spoken language Korean,13lX,13lX.00,2159255018,NA,17
407655000#,Main spoken language Korean,First Language Not English,2159255018#,1,1,2,2159255018#,Main spoken language Korean,13lX,13lX.00,2159255018,NA,17
407656004#,Main spoken language Lithuanian (finding),First Language Not English,2151487015#,1,1,2,2159256017#,Main spoken language Lithuanian,13lY,13lY.00,2159256017,NA,17
407656004#,Main spoken language Lithuanian,First Language Not English,2159256017#,1,1,2,2159256017#,Main spoken language Lithuanian,13lY,13lY.00,2159256017,NA,17
407657008#,Main spoken language Turkish (finding),First Language Not English,2151488013#,1,1,2,2159257014#,Main spoken language Turkish,13lZ,13lZ.00,2159257014,NA,17
407657008#,Main spoken language Turkish,First Language Not English,2159257014#,1,1,2,2159257014#,Main spoken language Turkish,13lZ,13lZ.00,2159257014,NA,17
407659006#,Main spoken language Ukrainian (finding),First Language Not English,2151490014#,1,1,2,2159259012#,Main spoken language Ukrainian,13la,13la.00,2159259012,NA,17
407659006#,Main spoken language Ukrainian,First Language Not English,2159259012#,1,1,2,2159259012#,Main spoken language Ukrainian,13la,13la.00,2159259012,NA,17
407661002#,Main spoken language Vietnamese (finding),First Language Not English,2151492018#,1,1,2,2159261015#,Main spoken language Vietnamese,13lb,13lb.00,2159261015,NA,17
407661002#,Main spoken language Vietnamese,First Language Not English,2159261015#,1,1,2,2159261015#,Main spoken language Vietnamese,13lb,13lb.00,2159261015,NA,17
408525000#,Main spoken language Akan (finding),First Language Not English,2152356016#,1,1,2,2160075010#,Main spoken language Akan,13lc,13lc.00,2160075010,NA,17
408525000#,Main spoken language Akan,First Language Not English,2160075010#,1,1,2,2160075010#,Main spoken language Akan,13lc,13lc.00,2160075010,NA,17
408507007#,Main spoken language Amharic (finding),First Language Not English,2152338016#,1,1,2,2160057014#,Main spoken language Amharic,13ld,13ld.00,2160057014,NA,17
408507007#,Main spoken language Amharic,First Language Not English,2160057014#,1,1,2,2160057014#,Main spoken language Amharic,13ld,13ld.00,2160057014,NA,17
408513003#,Main spoken language Brawa (finding),First Language Not English,2152344017#,1,1,2,2160063017#,Main spoken language Brawa,13le,13le.00,2160063017,NA,17
408513003#,Main spoken language Brawa,First Language Not English,2160063017#,1,1,2,2160063017#,Main spoken language Brawa,13le,13le.00,2160063017,NA,17
408528003#,Main spoken language Dutch (finding),First Language Not English,2152359011#,1,1,2,2160078012#,Main spoken language Dutch,13lf,13lf.00,2160078012,NA,17
408528003#,Main spoken language Dutch,First Language Not English,2160078012#,1,1,2,2160078012#,Main spoken language Dutch,13lf,13lf.00,2160078012,NA,17
408515005#,Main spoken language Ethiopian (finding),First Language Not English,2152346015#,1,1,2,2160065012#,Main spoken language Ethiopian,13lg,13lg.00,2160065012,NA,17
408515005#,Main spoken language Ethiopian,First Language Not English,2160065012#,1,1,2,2160065012#,Main spoken language Ethiopian,13lg,13lg.00,2160065012,NA,17
408520005#,Main spoken language Flemish (finding),First Language Not English,2152351014#,1,1,2,2160070017#,Main spoken language Flemish,13lh,13lh.00,2160070017,NA,17
408520005#,Main spoken language Flemish,First Language Not English,2160070017#,1,1,2,2160070017#,Main spoken language Flemish,13lh,13lh.00,2160070017,NA,17
408521009#,Main spoken language French Creole (finding),First Language Not English,2152352019#,1,1,2,2160071018#,Main spoken language French Creole,13li,13li.00,2160071018,NA,17
408521009#,Main spoken language French Creole (finding),First Language Not English,2152352019#,1,1,2,6763501000006112#,Main spoken language French CrÃ©ole,^ESCTMA676350,NA,2816311019,NA,17
408521009#,Main spoken language French Creole,First Language Not English,2160071018#,1,1,2,2160071018#,Main spoken language French Creole,13li,13li.00,2160071018,NA,17
408521009#,Main spoken language French Creole,First Language Not English,2160071018#,1,1,2,6763501000006112#,Main spoken language French CrÃ©ole,^ESCTMA676350,NA,2816311019,NA,17
408521009#,Main spoken language French Créole,First Language Not English,2816311019#,1,1,2,2160071018#,Main spoken language French Creole,13li,13li.00,2160071018,NA,17
408521009#,Main spoken language French Créole,First Language Not English,2816311019#,1,1,2,6763501000006112#,Main spoken language French CrÃ©ole,^ESCTMA676350,NA,2816311019,NA,17
408521009#,Main spoken language French Créole (finding),First Language Not English,2816312014#,1,1,2,2160071018#,Main spoken language French Creole,13li,13li.00,2160071018,NA,17
408521009#,Main spoken language French Créole (finding),First Language Not English,2816312014#,1,1,2,6763501000006112#,Main spoken language French CrÃ©ole,^ESCTMA676350,NA,2816311019,NA,17
408522002#,Main spoken language Gaelic (finding),First Language Not English,2152353012#,1,1,2,2160072013#,Main spoken language Gaelic,13lj,13lj.00,2160072013,NA,17
408522002#,Main spoken language Gaelic,First Language Not English,2160072013#,1,1,2,2160072013#,Main spoken language Gaelic,13lj,13lj.00,2160072013,NA,17
408523007#,Main spoken language Hakka (finding),First Language Not English,2152354018#,1,1,2,2160073015#,Main spoken language Hakka,13lk,13lk.00,2160073015,NA,17
408523007#,Main spoken language Hakka,First Language Not English,2160073015#,1,1,2,2160073015#,Main spoken language Hakka,13lk,13lk.00,2160073015,NA,17
408524001#,Main spoken language Hebrew (finding),First Language Not English,2152355017#,1,1,2,2160074014#,Main spoken language Hebrew,13ll,13ll.00,2160074014,NA,17
408524001#,Main spoken language Hebrew,First Language Not English,2160074014#,1,1,2,2160074014#,Main spoken language Hebrew,13ll,13ll.00,2160074014,NA,17
408514009#,Main spoken language Igbo (finding),First Language Not English,2152345016#,1,1,2,2160064011#,Main spoken language Igbo,13lm,13lm.00,2160064011,NA,17
408514009#,Main spoken language Igbo,First Language Not English,2160064011#,1,1,2,2160064011#,Main spoken language Igbo,13lm,13lm.00,2160064011,NA,17
408526004#,Main spoken language Lingala (finding),First Language Not English,2152357013#,1,1,2,2160076011#,Main spoken language Lingala,13ln,13ln.00,2160076011,NA,17
408526004#,Main spoken language Lingala,First Language Not English,2160076011#,1,1,2,2160076011#,Main spoken language Lingala,13ln,13ln.00,2160076011,NA,17
408527008#,Main spoken language Luganda (finding),First Language Not English,2152358015#,1,1,2,6763581000006115#,Main spoken language Ganda,^ESCTMA676358,NA,2.48E+15,NA,17
408527008#,Main spoken language Luganda (finding),First Language Not English,2152358015#,1,1,2,2160077019#,Main spoken language Luganda,13lo,13lo.00,2160077019,NA,17
408527008#,Main spoken language Luganda,First Language Not English,2160077019#,1,1,2,6763581000006115#,Main spoken language Ganda,^ESCTMA676358,NA,2.48E+15,NA,17
408527008#,Main spoken language Luganda,First Language Not English,2160077019#,1,1,2,2160077019#,Main spoken language Luganda,13lo,13lo.00,2160077019,NA,17
408529006#,Main spoken language Malayalam (finding),First Language Not English,2152360018#,1,1,2,2160079016#,Main spoken language Malayalam,13lp,13lp.00,2160079016,NA,17
408529006#,Main spoken language Malayalam,First Language Not English,2160079016#,1,1,2,2160079016#,Main spoken language Malayalam,13lp,13lp.00,2160079016,NA,17
408530001#,Main spoken language Norwegian (finding),First Language Not English,2152361019#,1,1,2,2160080018#,Main spoken language Norwegian,13lq,13lq.00,2160080018,NA,17
408530001#,Main spoken language Norwegian,First Language Not English,2160080018#,1,1,2,2160080018#,Main spoken language Norwegian,13lq,13lq.00,2160080018,NA,17
408531002#,Main spoken language Pashto (finding),First Language Not English,2152362014#,1,1,2,2160081019#,Main spoken language Pashto,13lr,13lr.00,2160081019,NA,17
408531002#,Main spoken language Pashto,First Language Not English,2160081019#,1,1,2,2160081019#,Main spoken language Pashto,13lr,13lr.00,2160081019,NA,17
408534005#,Main spoken language Patois (finding),First Language Not English,2152365011#,1,1,2,2160084010#,Main spoken language Patois,13ls,13ls.00,2160084010,NA,17
408534005#,Main spoken language Patois,First Language Not English,2160084010#,1,1,2,2160084010#,Main spoken language Patois,13ls,13ls.00,2160084010,NA,17
408535006#,Main spoken language Serbian (finding),First Language Not English,2152366012#,1,1,2,2160085011#,Main spoken language Serbian,13lt,13lt.00,2160085011,NA,17
408535006#,Main spoken language Serbian (finding),First Language Not English,2152366012#,1,1,2,676371000000112#,Main spoken language Serbo-Croatian,13lt-1,13lt.11,6.76E+14,NA,17
408535006#,Main spoken language Serbian,First Language Not English,2160085011#,1,1,2,2160085011#,Main spoken language Serbian,13lt,13lt.00,2160085011,NA,17
408535006#,Main spoken language Serbian,First Language Not English,2160085011#,1,1,2,676371000000112#,Main spoken language Serbo-Croatian,13lt-1,13lt.11,6.76E+14,NA,17
408518007#,Main spoken language Sinhala (finding),First Language Not English,2152349010#,1,1,2,2160068014#,Main spoken language Sinhala,13lu,13lu.00,2160068014,NA,17
408518007#,Main spoken language Sinhala (finding),First Language Not English,2152349010#,1,1,2,675961000000112#,Main spoken language Sinhalese,13lu-1,13lu.11,6.76E+14,NA,17
408518007#,Main spoken language Sinhala,First Language Not English,2160068014#,1,1,2,2160068014#,Main spoken language Sinhala,13lu,13lu.00,2160068014,NA,17
408518007#,Main spoken language Sinhala,First Language Not English,2160068014#,1,1,2,675961000000112#,Main spoken language Sinhalese,13lu-1,13lu.11,6.76E+14,NA,17
408516006#,Main spoken language Swedish (finding),First Language Not English,2152347012#,1,1,2,2160066013#,Main spoken language Swedish,13lv,13lv.00,2160066013,NA,17
408516006#,Main spoken language Swedish,First Language Not English,2160066013#,1,1,2,2160066013#,Main spoken language Swedish,13lv,13lv.00,2160066013,NA,17
408517002#,Main spoken language Tagalog (finding),First Language Not English,2152348019#,1,1,2,2160067016#,Main spoken language Tagalog,13lw,13lw.00,2160067016,NA,17
408517002#,Main spoken language Tagalog,First Language Not English,2160067016#,1,1,2,2160067016#,Main spoken language Tagalog,13lw,13lw.00,2160067016,NA,17
408519004#,Main spoken language Thai (finding),First Language Not English,2152350010#,1,1,2,2160069018#,Main spoken language Thai,13lx,13lx.00,2160069018,NA,17
408519004#,Main spoken language Thai,First Language Not English,2160069018#,1,1,2,2160069018#,Main spoken language Thai,13lx,13lx.00,2160069018,NA,17
408533004#,Main spoken language Tigrinya (finding),First Language Not English,2152364010#,1,1,2,2160083016#,Main spoken language Tigrinya,13ly,13ly.00,2160083016,NA,17
408533004#,Main spoken language Tigrinya,First Language Not English,2160083016#,1,1,2,2160083016#,Main spoken language Tigrinya,13ly,13ly.00,2160083016,NA,17
408532009#,Main spoken language Welsh (finding),First Language Not English,2152363016#,1,1,2,2160082014#,Main spoken language Welsh,13lz,13lz.00,2160082014,NA,17
408532009#,Main spoken language Welsh,First Language Not English,2160082014#,1,1,2,2160082014#,Main spoken language Welsh,13lz,13lz.00,2160082014,NA,17
699945003#,Main spoken language Bulgarian (finding),First Language Not English,2987106012#,1,1,2,642141000000118#,Main spoken language Bulgarian,13u0,13u0.00,2987149013,NA,17
699945003#,Main spoken language Bulgarian,First Language Not English,2987149013#,1,1,2,642141000000118#,Main spoken language Bulgarian,13u0,13u0.00,2987149013,NA,17
698678003#,Main spoken language Romanian (finding),First Language Not English,2975222013#,1,1,2,642161000000117#,Main spoken language Romanian,13u1,13u1.00,2975385011,NA,17
698678003#,Main spoken language Romanian,First Language Not English,2975385011#,1,1,2,642161000000117#,Main spoken language Romanian,13u1,13u1.00,2975385011,NA,17
698916005#,Main spoken language Oromo (finding),First Language Not English,2981883012#,1,1,2,669921000000113#,Main spoken language Oromo,13u2,13u2.00,2981896013,NA,17
698916005#,Main spoken language Oromo,First Language Not English,2981896013#,1,1,2,669921000000113#,Main spoken language Oromo,13u2,13u2.00,2981896013,NA,17
698651000#,Main spoken language Abkhazian (finding),First Language Not English,2975263019#,1,1,2,669981000000114#,Main spoken language Abkhazian,13u3,13u3.00,2975307018,NA,17
698651000#,Main spoken language Abkhazian (finding),First Language Not English,2975263019#,1,1,2,7511041000006119#,Main spoken language Abkhaz,^ESCTMA751104,NA,2.48E+15,NA,17
698651000#,Main spoken language Abkhazian,First Language Not English,2975307018#,1,1,2,669981000000114#,Main spoken language Abkhazian,13u3,13u3.00,2975307018,NA,17
698651000#,Main spoken language Abkhazian,First Language Not English,2975307018#,1,1,2,7511041000006119#,Main spoken language Abkhaz,^ESCTMA751104,NA,2.48E+15,NA,17
698652007#,Main spoken language Afar (finding),First Language Not English,2975446015#,1,1,2,670041000000119#,Main spoken language Afar,13u4,13u4.00,2975447012,NA,17
698652007#,Main spoken language Afar,First Language Not English,2975447012#,1,1,2,670041000000119#,Main spoken language Afar,13u4,13u4.00,2975447012,NA,17
698653002#,Main spoken language Afrikaans (finding),First Language Not English,2975261017#,1,1,2,670101000000116#,Main spoken language Afrikaans,13u5,13u5.00,2975452019,NA,17
698653002#,Main spoken language Afrikaans,First Language Not English,2975452019#,1,1,2,670101000000116#,Main spoken language Afrikaans,13u5,13u5.00,2975452019,NA,17
698885002#,Main spoken language Armenian (finding),First Language Not English,2981679014#,1,1,2,670171000000112#,Main spoken language Armenian,13u6,13u6.00,2981897016,NA,17
698885002#,Main spoken language Armenian,First Language Not English,2981897016#,1,1,2,670171000000112#,Main spoken language Armenian,13u6,13u6.00,2981897016,NA,17
